Place,City,total_reviews,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Maya Devi Temple,Haridwar,36,3.7777777777777777,0,20,16,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Pilak,Jolaibari,9,3.7777777777777777,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Bay Pride Mall,Kochi (Cochin),18,3.7222222222222223,1,8,9,0.05555555555555555,0.4444444444444444,0.5,0.4444444444444444
Khuda Bakhsh Oriental Library,Patna,18,3.7222222222222223,0,10,8,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Nitesh HUB - Shopping mall in Pune,Pune,18,3.7222222222222223,1,8,9,0.05555555555555555,0.4444444444444444,0.5,0.4444444444444444
Ashokan Pillar,New Delhi,9,3.6666666666666665,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Bhim Burj and Garbha Gunjan,Ajmer,9,3.6666666666666665,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Canopy,New Delhi,27,3.6666666666666665,4,7,16,0.14814814814814814,0.25925925925925924,0.5925925925925926,0.4444444444444444
Gejjala Mantapa,Hampi,18,3.6666666666666665,1,8,9,0.05555555555555555,0.4444444444444444,0.5,0.4444444444444444
Govardhan Peetham,Puri,9,3.5555555555555554,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
Kalikoh Temple,Mirzapur,9,3.5555555555555554,0,5,4,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444
"T Nagar, Ranganathan Street",Chennai,955,3.7895287958115182,103,325,527,0.10785340314136126,0.3403141361256545,0.5518324607329843,0.44397905759162304
Shani Shingnapur,Shingnapur,444,3.7882882882882885,50,147,247,0.11261261261261261,0.3310810810810811,0.5563063063063063,0.44369369369369366
Beyt Dwarika,Dwarka,514,3.737354085603113,45,196,273,0.08754863813229571,0.38132295719844356,0.5311284046692607,0.44357976653696496
Saraighat Bridge,Guwahati,203,3.7241379310344827,17,79,107,0.08374384236453201,0.3891625615763547,0.5270935960591133,0.4433497536945813
Aminabad,Lucknow,282,3.8085106382978724,27,103,152,0.09574468085106383,0.36524822695035464,0.5390070921985816,0.44326241134751776
Keshi Ghat,Vrindavan,79,3.7848101265822787,11,22,46,0.13924050632911392,0.27848101265822783,0.5822784810126582,0.44303797468354433
The Dagshai Jail Museum,Solan,52,3.6346153846153846,7,15,30,0.1346153846153846,0.28846153846153844,0.5769230769230769,0.4423076923076923
Bear Shola Falls,Kodaikanal,181,3.718232044198895,27,47,107,0.14917127071823205,0.2596685082872928,0.5911602209944752,0.44198895027624313
Wild Tribe Ranch,Chennai,43,3.9302325581395348,9,6,28,0.20930232558139536,0.13953488372093023,0.6511627906976745,0.4418604651162791
Dwarkamai Masjid,Shirdi,333,3.750750750750751,19,148,166,0.057057057057057055,0.4444444444444444,0.4984984984984985,0.44144144144144143
Bassein Fort,Thane,102,3.843137254901961,14,29,59,0.13725490196078433,0.28431372549019607,0.5784313725490197,0.44117647058823534
Harihar Fort,Nashik,34,3.9705882352941178,6,7,21,0.17647058823529413,0.20588235294117646,0.6176470588235294,0.4411764705882353
East Fort,Trivandrum,68,3.661764705882353,4,30,34,0.058823529411764705,0.4411764705882353,0.5,0.4411764705882353
House Of Jagath Seth,Murshidabad,34,3.6470588235294117,1,17,16,0.029411764705882353,0.5,0.47058823529411764,0.4411764705882353
Monolith Bull,Hampi,68,3.6323529411764706,10,18,40,0.14705882352941177,0.2647058823529412,0.5882352941176471,0.4411764705882353
Ross Island,South Andaman Island,1679,3.834425253126861,237,465,977,0.14115544967242405,0.27695056581298394,0.5818939845145921,0.440738534842168
Khajji Nag Temple,Chamba,59,3.610169491525424,9,15,35,0.15254237288135594,0.2542372881355932,0.5932203389830508,0.44067796610169485
Radha Kund,Mathura,75,3.68,5,32,38,0.06666666666666667,0.4266666666666667,0.5066666666666667,0.44000000000000006
Dhankar Lake,Dhankhar,25,4.04,1,12,12,0.04,0.48,0.48,0.44
Gurudwara Handi Sahib,Patna,25,3.72,2,10,13,0.08,0.4,0.52,0.44
Daroji Bear Sanctuary,Hampi,75,3.6666666666666665,7,28,40,0.09333333333333334,0.37333333333333335,0.5333333333333333,0.44
Tibet Museum,Dharamsala,25,3.68,4,6,15,0.16,0.24,0.6,0.43999999999999995
Janjira Fort,Maharashtra,91,3.879120879120879,9,33,49,0.0989010989010989,0.3626373626373626,0.5384615384615384,0.43956043956043955
Melody World Wax Museum,Mysuru (Mysore),198,3.742424242424242,32,47,119,0.16161616161616163,0.23737373737373738,0.601010101010101,0.43939393939393934
Gandhi Chowk Street,Jaisalmer,82,3.8292682926829267,10,26,46,0.12195121951219512,0.3170731707317073,0.5609756097560976,0.4390243902439025
Baba Baidyanath Temple,Deoghar,253,3.8102766798418974,28,86,139,0.11067193675889328,0.33992094861660077,0.549407114624506,0.43873517786561267
Dhauligiri Shanti Stupa,Bhubaneswar,155,3.825806451612903,29,29,97,0.1870967741935484,0.1870967741935484,0.6258064516129033,0.43870967741935485
Fort St. George,Chennai,187,3.727272727272727,18,69,100,0.0962566844919786,0.3689839572192513,0.5347593582887701,0.4385026737967915
Durga Nag Temple,Srinagar,16,3.875,1,7,8,0.0625,0.4375,0.5,0.4375
Gawilgadh Fort,Amravati,16,3.875,1,7,8,0.0625,0.4375,0.5,0.4375
Paravasa Ulagam Water Theme Park,Salem,16,3.875,4,1,11,0.25,0.0625,0.6875,0.4375
Ganga Ghat,Nashik,64,3.734375,9,18,37,0.140625,0.28125,0.578125,0.4375
Raahu Navagrahasthalam,Thanjavur,16,3.625,0,9,7,0.0,0.5625,0.4375,0.4375
Jaigad Fort,Ratnagiri,103,3.825242718446602,14,30,59,0.13592233009708737,0.2912621359223301,0.5728155339805825,0.4368932038834951
Gyarah Murti,New Delhi,55,3.8181818181818183,5,21,29,0.09090909090909091,0.38181818181818183,0.5272727272727272,0.4363636363636363
Rai Praveen Mahal,Orchha,39,4.0256410256410255,4,14,21,0.10256410256410256,0.358974358974359,0.5384615384615384,0.4358974358974359
Jai Samand Lake,Alwar,23,3.869565217391304,5,3,15,0.21739130434782608,0.13043478260869565,0.6521739130434783,0.4347826086956522
Kattabomman Memorial Fort,Tirunelveli,23,3.8260869565217392,4,5,14,0.17391304347826086,0.21739130434782608,0.6086956521739131,0.4347826086956522
Phillaur Fort,Ludhiana,23,3.739130434782609,1,11,11,0.043478260869565216,0.4782608695652174,0.4782608695652174,0.4347826086956522
Rajiv Gandhi Ninaivakam,Sriperumbudur,23,3.739130434782609,4,5,14,0.17391304347826086,0.21739130434782608,0.6086956521739131,0.4347826086956522
Thanjavur Royal Palace and Art Gallery,Thanjavur,290,3.768965517241379,47,70,173,0.16206896551724137,0.2413793103448276,0.596551724137931,0.43448275862068964
Mekedatu,Kanakapura,99,3.8686868686868685,13,30,56,0.13131313131313133,0.30303030303030304,0.5656565656565656,0.4343434343434343
Konkan Railway,Mumbai,30,3.8333333333333335,4,9,17,0.13333333333333333,0.3,0.5666666666666667,0.43333333333333335
Prathamesh Farms & Agro Tourism,Pune,30,4.033333333333333,6,5,19,0.2,0.16666666666666666,0.6333333333333333,0.4333333333333333
Shaniwar Wada,Pune,979,3.7517875383043924,140,275,564,0.14300306435137897,0.2808988764044944,0.5760980592441267,0.4330949948927477
Darwan Singh Museum,Lansdowne,201,3.810945273631841,33,48,120,0.16417910447761194,0.23880597014925373,0.5970149253731343,0.4328358208955223
Sadashivgad Fort,Karwar,37,3.7837837837837838,4,13,20,0.10810810810810811,0.35135135135135137,0.5405405405405406,0.43243243243243246
Sewri Jetty,Mumbai,81,3.740740740740741,9,28,44,0.1111111111111111,0.345679012345679,0.5432098765432098,0.43209876543209874
Jamali Kamali Tomb and Mosque,New Delhi,44,3.8863636363636362,6,13,25,0.13636363636363635,0.29545454545454547,0.5681818181818182,0.4318181818181819
Cauvery Wildlife Sanctuary,Mandya,7,4.0,2,0,5,0.2857142857142857,0.0,0.7142857142857143,0.4285714285714286
Shivaji Spoorthy Kendra,Kurnool,14,3.9285714285714284,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
Thattekere Lake,Bengaluru,14,3.9285714285714284,3,2,9,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.4285714285714286
Crinoline Falls,Shillong,14,3.857142857142857,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
Dhari Devi Temple,Srinagar,14,3.857142857142857,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
Vir Bhumi,New Delhi,7,3.857142857142857,2,0,5,0.2857142857142857,0.0,0.7142857142857143,0.4285714285714286
Carvan Sarai,Mandu,14,3.7857142857142856,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
St. Thomas International Shrine,Malayattoor,14,3.7142857142857144,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
Jain Museum,Giridih,42,3.6904761904761907,1,22,19,0.023809523809523808,0.5238095238095238,0.4523809523809524,0.4285714285714286
Nandini Wildlife Sanctuary,Jammu City,14,3.642857142857143,1,6,7,0.07142857142857142,0.42857142857142855,0.5,0.4285714285714286
Schwartz Church,Thanjavur,7,4.285714285714286,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Arulmigu Gneeliwaneswarar Temple,Tiruchirappalli,7,4.142857142857143,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Bahuti Falls,Rewa,7,4.142857142857143,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Kalpeshwar Temple,Garhwal,7,4.142857142857143,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Gauri Shankar Mandir,Bhiwani,7,4.0,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Mrig Vihar,Rourkela,7,4.0,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Partagal Matha Temple,Agonda,7,4.0,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Shree Durgaparameshwari Temple,Mulki,7,4.0,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Sri Kalyana Prasanna Venkatramana Perumal Temple,Namakkal,7,4.0,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
The Himalayan Trout Fish Farm,Haripur,7,4.0,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Malviya Bridge,Varanasi,21,3.9047619047619047,3,6,12,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
A to Z Shopping Mall,Kanpur,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Ahmedganj Palace,Murud,7,3.857142857142857,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Bhainsrodgarh Wildlife Sanctuary,Chittaurgarh,7,3.857142857142857,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Bhujia Fort,Bhuj,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Chamarajendra Academy of Visual Arts,Mysuru (Mysore),7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Chandivali Studio,Navi Mumbai,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
DakshinaMukhy Nandeeshwara Temple,Bengaluru,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Garuda Guha,Kollur,7,3.857142857142857,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Harihar Jori,Deoghar,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Jaleshwar Temple,Maheshwar,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Kawal Wildlife Sanctuary,Adilabad,14,3.857142857142857,2,4,8,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Phalgu Tirtha,Kurukshetra,7,3.857142857142857,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Serai Amanat Khan,Amritsar,7,3.857142857142857,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Siruvani Reservoir,Palakkad,14,3.857142857142857,2,4,8,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Sri Ramalingaswami Temple,Thanjavur,7,3.857142857142857,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Dadasaheb Phalke Chitranagri,Mumbai,42,3.8095238095238093,6,12,24,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Thevally Palace,Kollam,14,3.7857142857142856,0,8,6,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Aritar Gumpa Monastery,Aritar,14,3.7142857142857144,2,4,8,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Bally Bridge,Barasat,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Bhimgarh Fort,Udhampur,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Dhauj Lake,Faridabad,7,3.7142857142857144,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Gurudwara Shri Reetha Sahib,Champawat,7,3.7142857142857144,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Inavolu Mallanna Temple,Warangal,7,3.7142857142857144,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Japani Bazaar,Ulhasnagar,21,3.7142857142857144,3,6,12,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Kaleshwaram Temple,Kaleshwaram,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Mata Boot Bhawani Temple,Ahmedabad,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Mata Murti Temple,Badrinath,7,3.7142857142857144,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Ponnani Juma Masjid (Makkah of Kerala Muslims),Malappuram,7,3.7142857142857144,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Sri Vanamamalai Perumal Temple,Nanguneri,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
St Antony's Church,Coimbatore,7,3.7142857142857144,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Madan Kamdev,Guwahati,28,3.6785714285714284,3,10,15,0.10714285714285714,0.35714285714285715,0.5357142857142857,0.42857142857142855
Surya Gate,Jaisalmer,63,3.619047619047619,3,30,30,0.047619047619047616,0.47619047619047616,0.47619047619047616,0.42857142857142855
Kalika Temple,Ranikhet,35,3.6,4,12,19,0.11428571428571428,0.34285714285714286,0.5428571428571428,0.42857142857142855
Baba Akhandalamani Temple,Bhadrak,7,3.5714285714285716,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Devgad Fort,Ratnagiri,7,3.5714285714285716,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Kabuliwala Shopping Mall,Bhopal,7,3.5714285714285716,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Kavadi Pat,Pune,7,3.5714285714285716,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Kedar Taal,Gangotri,7,3.5714285714285716,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Kukdi Khapa Waterfall,Chhindwara,7,3.5714285714285716,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Sartanji Choro,Porbandar,7,3.5714285714285716,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Sri Chennakesavaswami Temple,Tirupati,7,3.5714285714285716,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Thakurbari Temple,Gangtok,14,3.5714285714285716,2,4,8,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Gyan Bhandar,Jaisalmer,7,3.4285714285714284,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855
Kapal Mochan,Ambala,7,3.4285714285714284,1,2,4,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855
Batuk Bhairav Mandir,Varanasi,77,3.7662337662337664,8,28,41,0.1038961038961039,0.36363636363636365,0.5324675324675324,0.4285714285714285
Ramee Mall,Chennai,28,3.75,5,6,17,0.17857142857142858,0.21428571428571427,0.6071428571428571,0.4285714285714285
Gun Hill,Mussoorie,1013,3.753208292201382,173,233,607,0.17077986179664364,0.23000987166831194,0.5992102665350444,0.42843040473840077
Gali Paranthe Wali,New Delhi,269,3.7769516728624537,29,96,144,0.10780669144981413,0.35687732342007433,0.5353159851301115,0.42750929368029733
Victoria Gardens (Jijamata Udyan),Mumbai,82,3.7195121951219514,15,17,50,0.18292682926829268,0.2073170731707317,0.6097560975609756,0.4268292682926829
Aina Mahal,Bhuj,279,3.7777777777777777,47,66,166,0.16845878136200718,0.23655913978494625,0.5949820788530465,0.42652329749103934
Chini Mahal,Aurangabad,47,3.702127659574468,6,15,26,0.1276595744680851,0.3191489361702128,0.5531914893617021,0.4255319148936171
Fortim-do-Mar,Diu,40,3.65,6,11,23,0.15,0.275,0.575,0.42499999999999993
Kampaheswarar Temple,Kumbakonam,33,3.878787878787879,5,9,19,0.15151515151515152,0.2727272727272727,0.5757575757575758,0.4242424242424243
Tiger Hill Cemetery,Coonoor,33,3.878787878787879,4,11,18,0.12121212121212122,0.3333333333333333,0.5454545454545454,0.4242424242424242
Narasimha Jhira Cave Temple,Bidar,59,3.7966101694915255,6,22,31,0.1016949152542373,0.3728813559322034,0.5254237288135594,0.42372881355932207
Bhimtal Island Aquarium,Bhimtal,59,3.7288135593220337,6,22,31,0.1016949152542373,0.3728813559322034,0.5254237288135594,0.42372881355932207
Saria Tal,Nainital,59,3.711864406779661,6,22,31,0.1016949152542373,0.3728813559322034,0.5254237288135594,0.42372881355932207
Chor Bazaar,Mumbai,118,3.7203389830508473,20,28,70,0.1694915254237288,0.23728813559322035,0.5932203389830508,0.423728813559322
Gingee Fort,Gingee,78,3.769230769230769,8,29,41,0.10256410256410256,0.3717948717948718,0.5256410256410257,0.42307692307692313
Talakad Panchalinga Temples,Talakad,52,3.769230769230769,5,20,27,0.09615384615384616,0.38461538461538464,0.5192307692307693,0.42307692307692313
Iewduh Bara Bazar,Shillong,26,3.769230769230769,4,7,15,0.15384615384615385,0.2692307692307692,0.5769230769230769,0.423076923076923
Surya Kund,Coimbatore,26,3.769230769230769,3,9,14,0.11538461538461539,0.34615384615384615,0.5384615384615384,0.423076923076923
English Cemetery,Surat,26,3.730769230769231,3,9,14,0.11538461538461539,0.34615384615384615,0.5384615384615384,0.423076923076923
Triveni Sangam,Somnath,263,3.7376425855513307,34,84,145,0.12927756653992395,0.3193916349809886,0.5513307984790875,0.42205323193916355
Tapt Kund,Badrinath,109,3.697247706422018,6,51,52,0.05504587155963303,0.46788990825688076,0.47706422018348627,0.42201834862385323
Spencer Plaza,Chennai,185,3.691891891891892,25,57,103,0.13513513513513514,0.3081081081081081,0.5567567567567567,0.4216216216216216
Akbar's Palace & Museum,Ajmer,102,3.784313725490196,12,35,55,0.11764705882352941,0.3431372549019608,0.5392156862745098,0.42156862745098034
Agar Jitoo,Udhampur,19,3.789473684210526,3,5,11,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.4210526315789474
Sea View Park,Alappuzha,19,3.9473684210526314,2,7,10,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.42105263157894735
Aharbal Waterfall,Pulwama,19,3.8421052631578947,2,7,10,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.42105263157894735
Longwood Shola,Kotagiri,19,3.8421052631578947,1,9,9,0.05263157894736842,0.47368421052631576,0.47368421052631576,0.42105263157894735
Marmala Waterfall,Kottayam,19,3.8421052631578947,4,3,12,0.21052631578947367,0.15789473684210525,0.631578947368421,0.42105263157894735
Dhenupureeswarar Temple,Kumbakonam,19,3.789473684210526,0,11,8,0.0,0.5789473684210527,0.42105263157894735,0.42105263157894735
Krishna Menon Museum,Kozhikode,19,3.789473684210526,2,7,10,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.42105263157894735
Sudhanyakhali Watch Tower,Sundarbans National Park,38,3.763157894736842,4,14,20,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.42105263157894735
Jaina Temple Pattadakal,Pattadakal,19,3.6842105263157894,0,11,8,0.0,0.5789473684210527,0.42105263157894735,0.42105263157894735
Papavinasam Theertham,Tirupati,88,3.6818181818181817,13,25,50,0.14772727272727273,0.2840909090909091,0.5681818181818182,0.4204545454545455
Panch Pandav Gufa,Somnath,88,3.6818181818181817,5,41,42,0.056818181818181816,0.4659090909090909,0.4772727272727273,0.42045454545454547
Kedarnath Temple,Gopeshwar,50,3.8,4,21,25,0.08,0.42,0.5,0.42
Karni Mata Temple,Deshnoke,441,3.7755102040816326,54,148,239,0.12244897959183673,0.3356009070294785,0.5419501133786848,0.41950113378684806
Sunheri Mahal,Aurangabad,31,3.7419354838709675,5,8,18,0.16129032258064516,0.25806451612903225,0.5806451612903226,0.4193548387096775
Galtaji Temple,Jaipur,242,3.8677685950413223,42,57,143,0.17355371900826447,0.23553719008264462,0.5909090909090909,0.4173553719008265
Aspinwall House,Fort Kochi,12,3.9166666666666665,2,3,7,0.16666666666666666,0.25,0.5833333333333334,0.41666666666666674
Bilikal Rangaswamy Betta,Kanakapura,12,3.75,2,3,7,0.16666666666666666,0.25,0.5833333333333334,0.41666666666666674
Yogmaya Temple,New Delhi,12,3.75,2,3,7,0.16666666666666666,0.25,0.5833333333333334,0.41666666666666674
Bhupen Hazarika Setu - Dhola-Sadiya Bridge,Tinsukia,12,3.9166666666666665,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Shukratal (Shukteerth),Muzaffarnagar,12,3.9166666666666665,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Gymkhana Club,Jorhat,12,3.8333333333333335,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Sardar Government Museum,Jodhpur,12,3.75,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Raghuvanshi Mills,Mumbai,12,3.6666666666666665,0,7,5,0.0,0.5833333333333334,0.4166666666666667,0.4166666666666667
Vansda National Park,Valsad,12,3.6666666666666665,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Kodanda Rama Temple,Hampi,12,3.5833333333333335,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Ten Talav,Vadodara,12,3.5,1,5,6,0.08333333333333333,0.4166666666666667,0.5,0.4166666666666667
Sikkal Singaravelar Temple,Nagapattinam,24,3.7916666666666665,3,8,13,0.125,0.3333333333333333,0.5416666666666666,0.41666666666666663
Shree Shanishwar Mandir,Mumbai,12,3.6666666666666665,3,1,8,0.25,0.08333333333333333,0.6666666666666666,0.41666666666666663
Corbett Museum,Kaladhungi,185,3.708108108108108,18,72,95,0.0972972972972973,0.3891891891891892,0.5135135135135135,0.4162162162162162
Jalagamparai Falls,Yelagiri,41,3.731707317073171,7,10,24,0.17073170731707318,0.24390243902439024,0.5853658536585366,0.41463414634146334
Sab Mall,Noida,46,3.6956521739130435,8,11,27,0.17391304347826086,0.2391304347826087,0.5869565217391305,0.4130434782608696
Tomb of Mariam Zamani,Agra,46,3.8043478260869565,5,17,24,0.10869565217391304,0.3695652173913043,0.5217391304347826,0.41304347826086957
Topslip Tiger Forest,Pollachi Town,109,3.8623853211009176,18,28,63,0.1651376146788991,0.25688073394495414,0.5779816513761468,0.4128440366972477
Alamgir Mosque,Varanasi,17,4.117647058823529,3,4,10,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.4117647058823529
Nawabganj Wildlife Sanctuary,Lucknow,17,3.8823529411764706,0,10,7,0.0,0.5882352941176471,0.4117647058823529,0.4117647058823529
Harshnath Temple,Sikar,34,3.8529411764705883,5,10,19,0.14705882352941177,0.29411764705882354,0.5588235294117647,0.4117647058823529
Chattardi,Bhuj,68,3.8088235294117645,12,16,40,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.4117647058823529
Mahakoshal Art Gallery,Raipur,17,3.764705882352941,1,8,8,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.4117647058823529
Raichur Fort,Raichur,17,3.764705882352941,2,6,9,0.11764705882352941,0.35294117647058826,0.5294117647058824,0.4117647058823529
Sri Pratap Singh Museum,Srinagar,17,3.764705882352941,3,4,10,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.4117647058823529
Dominican Monastery,Daman,34,3.7058823529411766,6,8,20,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.4117647058823529
Devanahalli Fort,Devanhalli,68,3.6911764705882355,9,22,37,0.1323529411764706,0.3235294117647059,0.5441176470588235,0.4117647058823529
Hanuman Chatti,Yamunotri,17,3.6470588235294117,1,8,8,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.4117647058823529
Thanthania Kalibari,Kolkata,17,3.6470588235294117,1,8,8,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.4117647058823529
Kowdiar Palace,Trivandrum,17,3.588235294117647,3,4,10,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.4117647058823529
M & N Chocolate Museum,Ooty,90,3.7555555555555555,10,33,47,0.1111111111111111,0.36666666666666664,0.5222222222222223,0.41111111111111115
Kiliyur Falls,Yercaud,387,3.7364341085271318,61,106,220,0.15762273901808785,0.2739018087855297,0.5684754521963824,0.4108527131782945
Mangla Gauri Temple,Gaya,39,3.8461538461538463,5,13,21,0.1282051282051282,0.3333333333333333,0.5384615384615384,0.41025641025641024
Shikaresvara Temple,Kurnool,22,3.9545454545454546,1,11,10,0.045454545454545456,0.5,0.45454545454545453,0.40909090909090906
"Deer Park, Ooty",Ooty,22,3.8636363636363638,3,7,12,0.13636363636363635,0.3181818181818182,0.5454545454545454,0.40909090909090906
National Martyrs Memorial,Firozpur,22,3.8181818181818183,3,7,12,0.13636363636363635,0.3181818181818182,0.5454545454545454,0.40909090909090906
Kailash and Kotumsar Cave,Jagdalpur,44,3.772727272727273,4,18,22,0.09090909090909091,0.4090909090909091,0.5,0.40909090909090906
Mallikarjuna Temple,Kasaragod,22,3.727272727272727,1,11,10,0.045454545454545456,0.5,0.45454545454545453,0.40909090909090906
Shripad Shrivallabha Dattatreya Devastan,Raichur,22,3.727272727272727,1,11,10,0.045454545454545456,0.5,0.45454545454545453,0.40909090909090906
Balaramgadi Beach,Chandipur,22,3.590909090909091,3,7,12,0.13636363636363635,0.3181818181818182,0.5454545454545454,0.40909090909090906
Narayan Sarovar,Bhuj,115,3.791304347826087,15,38,62,0.13043478260869565,0.33043478260869563,0.5391304347826087,0.408695652173913
Sentosa Water Park,Pune,81,3.9012345679012346,18,12,51,0.2222222222222222,0.14814814814814814,0.6296296296296297,0.40740740740740744
Mayank Blue Water Park,Indore,54,3.7777777777777777,10,12,32,0.18518518518518517,0.2222222222222222,0.5925925925925926,0.4074074074074074
