City,total_reviews,total_places,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Chikmagalur,4100,48,4.156341463414634,284,787,3029,0.06926829268292684,0.19195121951219513,0.738780487804878,0.6695121951219511
Binsar,121,3,4.1652892561983474,10,20,91,0.08264462809917356,0.1652892561983471,0.7520661157024794,0.6694214876033058
Mandya,721,30,4.180305131761442,46,147,528,0.0638002773925104,0.20388349514563106,0.7323162274618585,0.6685159500693482
Porvorim,199,4,4.1457286432160805,16,34,149,0.08040201005025126,0.1708542713567839,0.7487437185929648,0.6683417085427136
Bordi,156,6,4.301282051282051,12,28,116,0.07692307692307693,0.1794871794871795,0.7435897435897436,0.6666666666666667
Maem,18,1,4.222222222222222,2,2,14,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6666666666666667
Mehsana,237,12,4.194092827004219,22,35,180,0.09282700421940929,0.14767932489451477,0.759493670886076,0.6666666666666667
Panamaram,6,1,4.166666666666667,1,0,5,0.16666666666666666,0.0,0.8333333333333334,0.6666666666666667
Krishnanagar,45,3,4.111111111111111,2,11,32,0.044444444444444446,0.24444444444444444,0.7111111111111111,0.6666666666666667
Parbhani,27,8,4.111111111111111,1,7,19,0.037037037037037035,0.25925925925925924,0.7037037037037037,0.6666666666666667
Dhar,27,3,3.888888888888889,1,7,19,0.037037037037037035,0.25925925925925924,0.7037037037037037,0.6666666666666667
Bhinar,3,1,4.666666666666667,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Carmona,3,1,4.666666666666667,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Mulki,18,3,4.444444444444445,1,4,13,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.6666666666666666
Jalna,12,6,4.416666666666667,0,4,8,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Mudigere,36,3,4.361111111111111,2,8,26,0.05555555555555555,0.2222222222222222,0.7222222222222222,0.6666666666666666
Anchal,3,1,4.333333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Cortalim,6,1,4.333333333333333,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Kanhangad,24,3,4.333333333333333,0,8,16,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Kokrajhar,3,1,4.333333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rajapalayam,6,1,4.333333333333333,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rampur,9,2,4.333333333333333,0,3,6,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Ranipet,3,1,4.333333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rohtas,3,3,4.333333333333333,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Salkanpur,6,1,4.333333333333333,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Sandur,12,2,4.333333333333333,0,4,8,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Vemulawada,6,1,4.333333333333333,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Koderma,15,8,4.2,0,5,10,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Balurghat,6,2,4.166666666666667,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Ernakulam District,6,1,4.166666666666667,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Hardoi,12,2,4.166666666666667,0,4,8,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Kamavarapukota,6,2,4.166666666666667,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Ramtek,30,4,4.166666666666667,1,8,21,0.03333333333333333,0.26666666666666666,0.7,0.6666666666666666
Sheopur,6,2,4.166666666666667,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Sidhi,12,1,4.166666666666667,0,4,8,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Raghunathpur,66,1,4.151515151515151,0,22,44,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Bajarwadi,15,1,4.133333333333334,0,5,10,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Chitradurga,462,12,4.125541125541125,23,108,331,0.049783549783549784,0.23376623376623376,0.7164502164502164,0.6666666666666666
Ghatshila,18,2,4.111111111111111,0,6,12,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Mailani,9,1,4.111111111111111,0,3,6,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Srikakulam,99,6,4.111111111111111,2,29,68,0.020202020202020204,0.29292929292929293,0.6868686868686869,0.6666666666666666
Tarakeswar,9,1,4.111111111111111,0,3,6,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Joginder Nagar,12,3,4.083333333333333,1,2,9,0.08333333333333333,0.16666666666666666,0.75,0.6666666666666666
Rewalsar,12,4,4.083333333333333,1,2,9,0.08333333333333333,0.16666666666666666,0.75,0.6666666666666666
Sahibganj,27,4,4.074074074074074,0,9,18,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Amreli,15,4,4.066666666666666,0,5,10,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Haveri,33,10,4.03030303030303,0,11,22,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Bhusawal,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Chinnamanur,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Ghagra,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Hoovina Hadagalli Taluk,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Kumaon,3,2,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Nazira,6,1,4.0,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Peren,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Proddatur,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rajmahal,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rarang Khas,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Revdanda,3,1,4.0,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Thiruvarangam,6,1,4.0,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Vadnagar,21,3,3.9523809523809526,0,7,14,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Shravasti,18,5,3.9444444444444446,0,6,12,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Govardhan,6,2,3.8333333333333335,0,2,4,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Chintpurni,3,1,3.6666666666666665,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Nandalur,3,1,3.6666666666666665,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Rai,3,1,3.6666666666666665,0,1,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
Tirupati,5864,47,4.1197135061391545,252,1452,4160,0.042974079126875855,0.247612551159618,0.7094133697135061,0.6664392905866302
Kanyakumari,6893,44,4.125634701871464,415,1488,4990,0.06020600609313797,0.21587117365443204,0.72392282025243,0.6637168141592921
Bhagalpur,104,9,4.038461538461538,5,25,74,0.04807692307692308,0.2403846153846154,0.7115384615384616,0.6634615384615384
Guwahati,4888,45,4.083265139116203,280,1089,3519,0.057283142389525366,0.22279050736497544,0.7199263502454992,0.6626432078559739
Araku Valley,231,6,4.086580086580087,15,48,168,0.06493506493506493,0.2077922077922078,0.7272727272727273,0.6623376623376623
Dibrugarh,74,11,4.148648648648648,6,13,55,0.08108108108108109,0.17567567567567569,0.7432432432432432,0.6621621621621621
Una,136,9,4.132352941176471,9,28,99,0.0661764705882353,0.20588235294117646,0.7279411764705882,0.6617647058823529
Manchanabele,65,1,4.123076923076923,6,10,49,0.09230769230769231,0.15384615384615385,0.7538461538461538,0.6615384615384615
Virar,307,9,4.149837133550489,23,58,226,0.0749185667752443,0.18892508143322476,0.7361563517915309,0.6612377850162866
Faridabad,599,18,4.098497495826377,49,105,445,0.08180300500834725,0.17529215358931552,0.7429048414023373,0.66110183639399
Jagdalpur,351,11,4.185185185185185,15,89,247,0.042735042735042736,0.2535612535612536,0.7037037037037037,0.660968660968661
Dharmasthala,330,6,4.054545454545455,19,74,237,0.05757575757575758,0.22424242424242424,0.7181818181818181,0.6606060606060605
Yercaud,3950,23,4.095949367088608,296,749,2905,0.0749367088607595,0.18962025316455697,0.7354430379746836,0.660506329113924
Gir National Park,53,2,4.132075471698113,3,12,38,0.05660377358490566,0.22641509433962265,0.7169811320754716,0.660377358490566
Tranquebar,53,4,4.018867924528302,2,14,37,0.03773584905660377,0.2641509433962264,0.6981132075471698,0.660377358490566
Tirunelveli,941,43,4.1190223166843785,53,214,674,0.0563230605738576,0.22741764080765142,0.7162592986184909,0.6599362380446333
Dindigul,399,23,4.065162907268171,29,78,292,0.07268170426065163,0.19548872180451127,0.731829573934837,0.6591478696741855
Margao,616,17,4.0730519480519485,39,132,445,0.0633116883116883,0.21428571428571427,0.7224025974025974,0.6590909090909091
Tonk,41,10,4.097560975609756,4,6,31,0.0975609756097561,0.14634146341463414,0.7560975609756098,0.6585365853658537
Alchi,123,1,4.032520325203252,5,32,86,0.04065040650406504,0.2601626016260163,0.6991869918699187,0.6585365853658537
Morbi,70,6,4.057142857142857,4,16,50,0.05714285714285714,0.22857142857142856,0.7142857142857143,0.6571428571428571
Leh,16184,71,4.138840830449827,1127,3303,11754,0.06963667820069204,0.2040904597132971,0.7262728620860108,0.6566361838853187
Kavaratti Island,90,2,4.122222222222222,5,21,64,0.05555555555555555,0.23333333333333334,0.7111111111111111,0.6555555555555556
Patan,90,8,4.022222222222222,5,21,64,0.05555555555555555,0.23333333333333334,0.7111111111111111,0.6555555555555556
Kayamkulam,29,1,4.172413793103448,1,8,20,0.034482758620689655,0.27586206896551724,0.6896551724137931,0.6551724137931035
Mayiladuthurai,29,2,4.068965517241379,1,8,20,0.034482758620689655,0.27586206896551724,0.6896551724137931,0.6551724137931035
Ramnagaram,55,2,4.054545454545455,4,11,40,0.07272727272727272,0.2,0.7272727272727273,0.6545454545454545
Mirik,188,7,4.101063829787234,12,41,135,0.06382978723404255,0.21808510638297873,0.7180851063829787,0.6542553191489362
Dabaspete,159,1,4.176100628930818,9,37,113,0.05660377358490566,0.23270440251572327,0.710691823899371,0.6540880503144654
Guntur,182,11,4.137362637362638,6,51,125,0.03296703296703297,0.2802197802197802,0.6868131868131868,0.6538461538461539
Vizianagaram,104,11,4.096153846153846,4,28,72,0.038461538461538464,0.2692307692307692,0.6923076923076923,0.6538461538461539
Aronda,26,2,4.0,2,5,19,0.07692307692307693,0.19230769230769232,0.7307692307692307,0.6538461538461537
Gudalur,173,3,4.086705202312139,13,34,126,0.07514450867052024,0.19653179190751446,0.7283236994219653,0.653179190751445
Netravali,49,3,4.346938775510204,0,17,32,0.0,0.3469387755102041,0.6530612244897959,0.6530612244897959
Bhadrak,49,12,4.204081632653061,2,13,34,0.04081632653061224,0.2653061224489796,0.6938775510204082,0.6530612244897959
Rajpipla,46,5,4.217391304347826,3,10,33,0.06521739130434782,0.21739130434782608,0.717391304347826,0.6521739130434783
Kheda,158,9,4.120253164556962,7,41,110,0.04430379746835443,0.25949367088607594,0.6962025316455697,0.6518987341772152
Chamoli,683,14,4.161054172767203,31,176,476,0.04538799414348463,0.25768667642752563,0.6969253294289898,0.6515373352855052
Pulwama,43,7,4.1395348837209305,2,11,30,0.046511627906976744,0.2558139534883721,0.6976744186046512,0.6511627906976745
Kalady,172,4,4.069767441860465,2,56,114,0.011627906976744186,0.32558139534883723,0.6627906976744186,0.6511627906976744
Pali,163,18,4.104294478527607,13,31,119,0.07975460122699386,0.1901840490797546,0.7300613496932515,0.6503067484662577
Kondapalle,20,1,4.15,2,3,15,0.1,0.15,0.75,0.65
Nababhat,20,1,4.05,0,7,13,0.0,0.35,0.65,0.65
Mulbagal,20,3,3.85,0,7,13,0.0,0.35,0.65,0.65
Changanacherry,20,3,4.15,1,5,14,0.05,0.25,0.7,0.6499999999999999
Subramanya,491,9,4.124236252545825,21,130,340,0.04276985743380855,0.26476578411405294,0.6924643584521385,0.6496945010183299
Keylong,171,7,4.1345029239766085,9,42,120,0.05263157894736842,0.24561403508771928,0.7017543859649122,0.6491228070175439
Shoja,57,3,4.12280701754386,3,14,40,0.05263157894736842,0.24561403508771928,0.7017543859649122,0.6491228070175439
Karjat Town,125,7,4.24,13,18,94,0.104,0.144,0.752,0.648
Kaza,639,7,4.082942097026604,27,171,441,0.04225352112676056,0.2676056338028169,0.6901408450704225,0.647887323943662
Manikaran,318,5,4.154088050314465,22,68,228,0.06918238993710692,0.2138364779874214,0.7169811320754716,0.6477987421383647
Thuckalay,596,1,4.058724832214765,30,150,416,0.050335570469798654,0.2516778523489933,0.697986577181208,0.6476510067114094
Dehgam,34,1,4.294117647058823,3,6,25,0.08823529411764706,0.17647058823529413,0.7352941176470589,0.6470588235294118
Hoshangabad,34,3,4.176470588235294,2,8,24,0.058823529411764705,0.23529411764705882,0.7058823529411765,0.6470588235294118
Phaltan,17,2,3.8823529411764706,1,4,12,0.058823529411764705,0.23529411764705882,0.7058823529411765,0.6470588235294118
Bellary,283,13,4.127208480565371,21,58,204,0.07420494699646643,0.2049469964664311,0.7208480565371025,0.6466431095406361
Theni,365,18,4.120547945205479,23,83,259,0.06301369863013699,0.2273972602739726,0.7095890410958904,0.6465753424657534
Jhajjar,96,3,4.21875,11,12,73,0.11458333333333333,0.125,0.7604166666666666,0.6458333333333333
Mussoorie,8218,38,4.115721586760769,754,1408,6056,0.09174981747383791,0.17133122414212704,0.7369189583840351,0.6451691409101972
Burdwan,14,3,4.285714285714286,0,5,9,0.0,0.35714285714285715,0.6428571428571429,0.6428571428571429
Bokakhat,14,1,4.142857142857143,1,3,10,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.6428571428571429
Hajo,14,4,4.142857142857143,0,5,9,0.0,0.35714285714285715,0.6428571428571429,0.6428571428571429
Munsiyari,473,11,4.063424947145878,22,125,326,0.046511627906976744,0.2642706131078224,0.6892177589852009,0.6427061310782242
Kumbakonam,1642,31,4.063337393422655,67,453,1122,0.04080389768574909,0.2758830694275274,0.6833130328867235,0.6425091352009744
Uttarkashi,293,18,4.174061433447099,11,83,199,0.03754266211604096,0.2832764505119454,0.6791808873720137,0.6416382252559727
Swamimalai,39,2,4.076923076923077,1,12,26,0.02564102564102564,0.3076923076923077,0.6666666666666666,0.641025641025641
Palitana,178,7,4.157303370786517,10,44,124,0.056179775280898875,0.24719101123595505,0.6966292134831461,0.6404494382022472
Srisailam,739,9,4.058186738836265,27,212,500,0.036535859269282815,0.2868741542625169,0.6765899864682002,0.6400541271989174
Koynanagar,25,3,4.08,3,3,19,0.12,0.12,0.76,0.64
Ozar,86,3,4.127906976744186,5,21,60,0.05813953488372093,0.2441860465116279,0.6976744186046512,0.6395348837209303
Vandiperiyar,61,1,4.262295081967213,2,18,41,0.03278688524590164,0.29508196721311475,0.6721311475409836,0.6393442622950819
Khonoma,72,1,4.180555555555555,5,16,51,0.06944444444444445,0.2222222222222222,0.7083333333333334,0.638888888888889
Anjuna,980,2,4.080612244897959,61,232,687,0.06224489795918367,0.23673469387755103,0.7010204081632653,0.6387755102040816
Kanchipuram,1348,47,4.083827893175074,52,384,912,0.03857566765578635,0.28486646884273,0.6765578635014837,0.6379821958456974
Narnaul,58,9,4.103448275862069,6,9,43,0.10344827586206896,0.15517241379310345,0.7413793103448276,0.6379310344827587
Bharmour,69,8,4.072463768115942,3,19,47,0.043478260869565216,0.2753623188405797,0.6811594202898551,0.6376811594202899
Cuddalore,171,11,4.175438596491228,7,48,116,0.04093567251461988,0.2807017543859649,0.6783625730994152,0.6374269005847952
Kunkeshwar,91,5,4.164835164835165,4,25,62,0.04395604395604396,0.27472527472527475,0.6813186813186813,0.6373626373626374
Deeg,223,2,4.026905829596412,20,41,162,0.08968609865470852,0.18385650224215247,0.726457399103139,0.6367713004484304
Kumarakom,1321,17,4.07115821347464,88,304,929,0.06661619984859955,0.23012869038607117,0.7032551097653293,0.6366389099167298
Jaggaiahpet,11,1,4.181818181818182,0,4,7,0.0,0.36363636363636365,0.6363636363636364,0.6363636363636364
Kannad,11,2,4.181818181818182,1,2,8,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.6363636363636364
Rayagada,11,5,4.181818181818182,0,4,7,0.0,0.36363636363636365,0.6363636363636364,0.6363636363636364
Sankarankoil,11,1,4.181818181818182,1,2,8,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.6363636363636364
Baripada,77,8,4.077922077922078,1,26,50,0.012987012987012988,0.33766233766233766,0.6493506493506493,0.6363636363636364
Kanoi,945,1,4.125925925925926,73,198,674,0.07724867724867725,0.20952380952380953,0.7132275132275132,0.635978835978836
Datia,140,5,4.007142857142857,5,41,94,0.03571428571428571,0.29285714285714287,0.6714285714285714,0.6357142857142857
Idukki,85,15,4.105882352941176,4,23,58,0.047058823529411764,0.27058823529411763,0.6823529411764706,0.6352941176470588
Ujjain,3513,39,4.029604326786223,163,958,2392,0.04639908909763735,0.2727013948192428,0.6808995160831198,0.6345004269854825
Ramanathapuram,71,9,4.112676056338028,3,20,48,0.04225352112676056,0.28169014084507044,0.676056338028169,0.6338028169014085
Nalgonda,172,12,4.1104651162790695,11,41,120,0.06395348837209303,0.23837209302325582,0.6976744186046512,0.6337209302325582
Somnath,2682,17,4.113721103653989,171,641,1870,0.06375838926174497,0.2390007457121551,0.6972408650260999,0.633482475764355
Rekong Peo,30,8,4.033333333333333,1,9,20,0.03333333333333333,0.3,0.6666666666666666,0.6333333333333333
Bhiwani,49,7,4.1020408163265305,2,14,33,0.04081632653061224,0.2857142857142857,0.673469387755102,0.6326530612244897
Haldwani,144,9,4.006944444444445,4,45,95,0.027777777777777776,0.3125,0.6597222222222222,0.6319444444444444
Parassinikadavu,57,1,4.035087719298246,2,17,38,0.03508771929824561,0.2982456140350877,0.6666666666666666,0.631578947368421
Amarkantak,431,16,4.020881670533643,14,131,286,0.03248259860788863,0.3039443155452436,0.6635730858468677,0.6310904872389791
Ajanta,2020,2,4.1118811881188115,149,449,1422,0.07376237623762376,0.22227722772277228,0.7039603960396039,0.6301980198019802
Howrah,703,19,4.093883357041252,45,170,488,0.06401137980085349,0.24182076813655762,0.6941678520625889,0.6301564722617354
Hanle,27,1,4.0,0,10,17,0.0,0.37037037037037035,0.6296296296296297,0.6296296296296297
Annavaram,116,3,4.094827586206897,5,33,78,0.04310344827586207,0.28448275862068967,0.6724137931034483,0.6293103448275862
Yana,175,2,4.051428571428572,8,49,118,0.045714285714285714,0.28,0.6742857142857143,0.6285714285714286
Thiruthani,78,1,4.0,4,21,53,0.05128205128205128,0.2692307692307692,0.6794871794871795,0.6282051282051282
Vizhinjam,86,2,4.069767441860465,8,16,62,0.09302325581395349,0.18604651162790697,0.7209302325581395,0.627906976744186
Ziro,51,8,4.03921568627451,2,15,34,0.0392156862745098,0.29411764705882354,0.6666666666666666,0.6274509803921569
Tiruppur,155,22,3.9870967741935486,8,42,105,0.05161290322580645,0.2709677419354839,0.6774193548387096,0.6258064516129032
Karuvarakundu,8,1,4.5,0,3,5,0.0,0.375,0.625,0.625
Alipurduar,8,3,4.25,1,1,6,0.125,0.125,0.75,0.625
Mulshi,8,2,4.25,0,3,5,0.0,0.375,0.625,0.625
Sehore,8,1,4.25,0,3,5,0.0,0.375,0.625,0.625
Chaibasa,16,5,4.1875,2,2,12,0.125,0.125,0.75,0.625
Dahod,16,1,4.1875,1,4,11,0.0625,0.25,0.6875,0.625
Ratibandar,8,1,4.125,0,3,5,0.0,0.375,0.625,0.625
Marthandam,24,1,4.0,2,5,17,0.08333333333333333,0.20833333333333334,0.7083333333333334,0.625
Simhachalam,8,1,4.0,0,3,5,0.0,0.375,0.625,0.625
Puri,8086,38,4.078901805589909,650,1739,5697,0.08038585209003216,0.21506307197625527,0.7045510759337126,0.6241652238436805
Digha,1080,12,4.0814814814814815,99,208,773,0.09166666666666666,0.1925925925925926,0.7157407407407408,0.6240740740740741
Tiruvannamalai,529,13,4.107750472589792,17,165,347,0.03213610586011342,0.31190926275992437,0.6559546313799622,0.6238185255198488
Kurnool,1067,21,4.0656044985941895,47,308,712,0.044048734770384255,0.28865979381443296,0.6672914714151827,0.6232427366447985
Pallickathodu,69,1,4.057971014492754,4,18,47,0.057971014492753624,0.2608695652173913,0.6811594202898551,0.6231884057971014
Faizabad,127,13,4.110236220472441,7,34,86,0.05511811023622047,0.2677165354330709,0.6771653543307087,0.6220472440944882
McLeod Ganj,6739,17,4.0799821932037394,623,1302,4814,0.09244695058614037,0.19320373942721472,0.7143493099866449,0.6219023594005045
Pushkar,4038,17,4.052748885586924,339,852,2847,0.08395245170876671,0.21099554234769688,0.7050520059435365,0.6210995542347697
Barmer,166,13,4.096385542168675,15,33,118,0.09036144578313253,0.19879518072289157,0.7108433734939759,0.6204819277108433
Raigad,690,30,4.08840579710145,39,184,467,0.05652173913043478,0.26666666666666666,0.6768115942028986,0.6202898550724638
Dwarka,3484,16,4.02382319173364,212,899,2373,0.060849598163030996,0.258036739380023,0.681113662456946,0.620264064293915
Sawantwadi,50,3,4.1,1,17,32,0.02,0.34,0.64,0.62
Chelamattom part,21,1,4.142857142857143,1,6,14,0.047619047619047616,0.2857142857142857,0.6666666666666666,0.6190476190476191
Pithoragarh,42,10,4.119047619047619,5,6,31,0.11904761904761904,0.14285714285714285,0.7380952380952381,0.6190476190476191
Bandhavgarh National Park,567,9,4.082892416225749,34,148,385,0.059964726631393295,0.26102292768959434,0.6790123456790124,0.6190476190476191
Kammasandra,126,1,4.055555555555555,6,36,84,0.047619047619047616,0.2857142857142857,0.6666666666666666,0.6190476190476191
Samayapuram,42,1,4.023809523809524,4,8,30,0.09523809523809523,0.19047619047619047,0.7142857142857143,0.6190476190476191
South Andaman Island,10047,39,4.049367970538469,838,2157,7052,0.08340798248233304,0.21469095252314124,0.7019010649945258,0.6184930825121927
Hooghly,351,20,4.054131054131054,16,102,233,0.045584045584045586,0.2905982905982906,0.6638176638176638,0.6182336182336182
Tuljapur,110,4,4.045454545454546,7,28,75,0.06363636363636363,0.2545454545454545,0.6818181818181818,0.6181818181818182
Balasore,445,16,4.092134831460674,36,98,311,0.08089887640449438,0.2202247191011236,0.698876404494382,0.6179775280898877
Nelliyampathy,115,5,4.113043478260869,12,20,83,0.10434782608695652,0.17391304347826086,0.7217391304347827,0.6173913043478262
Bhuvanagiri,47,2,4.276595744680851,3,12,32,0.06382978723404255,0.2553191489361702,0.6808510638297872,0.6170212765957447
Garhwal,47,4,4.191489361702128,3,12,32,0.06382978723404255,0.2553191489361702,0.6808510638297872,0.6170212765957447
Rivona,13,3,4.0,1,3,9,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.6153846153846154
Sulthan Bathery,148,6,3.9932432432432434,8,41,99,0.05405405405405406,0.27702702702702703,0.668918918918919,0.6148648648648649
Parli Vaijnath,109,3,3.981651376146789,5,32,72,0.045871559633027525,0.29357798165137616,0.6605504587155964,0.6146788990825689
Kalpetta,7826,26,4.041144901610018,636,1746,5444,0.08126756963966267,0.2231024789164324,0.6956299514439049,0.6143623818042423
Rajgir,499,22,4.038076152304609,41,111,347,0.08216432865731463,0.22244488977955912,0.6953907815631263,0.6132264529058117
Khichan,62,1,4.0,5,14,43,0.08064516129032258,0.22580645161290322,0.6935483870967742,0.6129032258064516
Tumari,31,1,3.903225806451613,1,10,20,0.03225806451612903,0.3225806451612903,0.6451612903225806,0.6129032258064516
Thirukkarugavur,80,1,4.0875,3,25,52,0.0375,0.3125,0.65,0.6125
Candolim,531,6,4.0790960451977405,51,104,376,0.096045197740113,0.1958568738229755,0.7080979284369114,0.6120527306967984
Thattekad,139,1,4.194244604316546,12,30,97,0.08633093525179857,0.2158273381294964,0.697841726618705,0.6115107913669064
Hampi,6944,52,4.039170506912442,526,1646,4772,0.07574884792626728,0.23703917050691245,0.6872119815668203,0.611463133640553
Wokha,18,5,4.277777777777778,0,7,11,0.0,0.3888888888888889,0.6111111111111112,0.6111111111111112
Narasaraopet,18,1,3.9444444444444446,0,7,11,0.0,0.3888888888888889,0.6111111111111112,0.6111111111111112
Chandor,108,3,4.12037037037037,9,24,75,0.08333333333333333,0.2222222222222222,0.6944444444444444,0.611111111111111
Sravanabelagola,72,2,3.9583333333333335,4,20,48,0.05555555555555555,0.2777777777777778,0.6666666666666666,0.611111111111111
Ajmer,2946,34,4.078071961982349,239,668,2039,0.08112695179904957,0.22674813306177868,0.6921249151391717,0.6109979633401221
Mollem National Park,1208,4,4.061258278145695,91,288,829,0.07533112582781457,0.23841059602649006,0.6862582781456954,0.6109271523178809
Chikhaldara,82,7,4.048780487804878,8,16,58,0.0975609756097561,0.1951219512195122,0.7073170731707317,0.6097560975609756
Patna,2926,55,4.034176349965824,204,735,1987,0.06971975393028025,0.2511961722488038,0.679084073820916,0.6093643198906357
Pandharpur,317,7,4.0883280757097795,15,94,208,0.0473186119873817,0.29652996845425866,0.6561514195583596,0.6088328075709779
Loutolim,166,3,4.030120481927711,9,47,110,0.05421686746987952,0.28313253012048195,0.6626506024096386,0.608433734939759
Marayur,74,5,4.094594594594595,5,19,50,0.06756756756756757,0.25675675675675674,0.6756756756756757,0.6081081081081081
Gadag,51,9,4.019607843137255,2,16,33,0.0392156862745098,0.3137254901960784,0.6470588235294118,0.607843137254902
Gulbarga,204,12,4.019607843137255,14,52,138,0.06862745098039216,0.2549019607843137,0.6764705882352942,0.607843137254902
Burhanpur,102,7,4.049019607843137,6,28,68,0.058823529411764705,0.27450980392156865,0.6666666666666666,0.6078431372549019
Kufri,140,1,4.0,14,27,99,0.1,0.19285714285714287,0.7071428571428572,0.6071428571428572
Bastar,56,7,4.035714285714286,5,12,39,0.08928571428571429,0.21428571428571427,0.6964285714285714,0.6071428571428571
Aizawl,295,20,4.0,23,70,202,0.07796610169491526,0.23728813559322035,0.6847457627118644,0.6067796610169491
Doddaballapur,33,1,3.9696969696969697,3,7,23,0.09090909090909091,0.21212121212121213,0.696969696969697,0.6060606060606061
Virpur,76,2,4.131578947368421,5,20,51,0.06578947368421052,0.2631578947368421,0.6710526315789473,0.6052631578947368
Courtallam,233,11,4.030042918454936,15,62,156,0.06437768240343347,0.26609442060085836,0.6695278969957081,0.6051502145922747
Mirzapur,233,13,4.0042918454935625,12,68,153,0.05150214592274678,0.2918454935622318,0.6566523605150214,0.6051502145922746
Bidar,475,13,4.058947368421053,38,112,325,0.08,0.23578947368421052,0.6842105263157895,0.6042105263157895
Channarayapatna,207,1,4.024154589371981,13,56,138,0.06280193236714976,0.27053140096618356,0.6666666666666666,0.6038647342995169
Devikulam,121,2,4.024793388429752,5,38,78,0.04132231404958678,0.3140495867768595,0.6446280991735537,0.6033057851239669
Ambarnath,63,3,3.984126984126984,8,9,46,0.12698412698412698,0.14285714285714285,0.7301587301587301,0.6031746031746031
Morena,78,5,3.9743589743589745,2,27,49,0.02564102564102564,0.34615384615384615,0.6282051282051282,0.6025641025641025
Anantnag,289,9,4.096885813148789,18,79,192,0.06228373702422145,0.27335640138408307,0.6643598615916955,0.6020761245674741
